"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
477,"dusknoir",14,0,477,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/477.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","frisk","When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random.","iv",1066
478,"froslass",6,14,478,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/478.png","snow-cloak","During hail, this Pokémon has 1.25× its evasion, and it does not take hail damage regardless of type.

The evasion bonus does not count as a stat modifier.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","iv",266
479,"rotom",5,14,479,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479.png","levitate","This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap.

This ability is disabled during gravity or ingrain, or while holding an iron ball.  This ability is not disabled during roost.","","","iv",3
480,"uxie",11,0,480,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/480.png","levitate","This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap.

This ability is disabled during gravity or ingrain, or while holding an iron ball.  This ability is not disabled during roost.","","","iv",3
481,"mesprit",11,0,481,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/481.png","levitate","This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap.

This ability is disabled during gravity or ingrain, or while holding an iron ball.  This ability is not disabled during roost.","","","iv",3
482,"azelf",11,0,482,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/482.png","levitate","This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap.

This ability is disabled during gravity or ingrain, or while holding an iron ball.  This ability is not disabled during roost.","","","iv",3
483,"dialga",17,15,483,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/483.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","iv",6830
484,"palkia",3,15,484,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/484.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","iv",3360
485,"heatran",2,17,485,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/485.png","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","iv",4300
486,"regigigas",1,0,486,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/486.png","slow-start","This Pokémon's Attack and Speed are halved for five turns upon entering battle.

This ability also takes effect when acquired during battle.  If this Pokémon loses its ability before the five turns are up, its Attack and Speed return to normal; if it then regains this ability without leaving battle, its Attack and Speed are halved again, but the counter keeps counting from where it was.","","","iv",4200
487,"giratina-altered",14,15,487,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/487.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","iv",7500
488,"cresselia",11,0,488,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/488.png","levitate","This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap.

This ability is disabled during gravity or ingrain, or while holding an iron ball.  This ability is not disabled during roost.","","","iv",856
489,"phione",3,0,489,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/489.png","hydration","This Pokémon is cured of any major status ailment after each turn during rain.","","","iv",31
490,"manaphy",3,0,490,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/490.png","hydration","This Pokémon is cured of any major status ailment after each turn during rain.","","","iv",14
491,"darkrai",16,0,491,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/491.png","bad-dreams","Opposing Pokémon take 1/8 of their maximum HP in damage after each turn while they are asleep.","","","iv",505
492,"shaymin-land",4,0,492,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/492.png","natural-cure","This Pokémon is cured of any major status ailment when it is switched out for another Pokémon.

If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.","","","iv",21
493,"arceus",1,0,493,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/493.png","multitype","If this Pokémon is holding an elemental Plate, its type and form change to match the Plate.

This Pokémon's held item, whether or not it is a Plate, cannot be taken by covet or thief, nor removed by knock off, nor traded by switcheroo or trick.  Covet, Thief, and Knock Off still inflict damage against this Pokémon.  Unlike with sticky hold, this Pokémon cannot use fling, Switcheroo, or Trick to lose its item itself, nor gain an item through Switcheroo or Trick if it does not have one.

This ability has no effect for any Pokémon other than arceus.  This ability cannot be traded with skill swap, nor copied with role play or trace, nor disabled with gastro acid, nor changed with worry seed.  This Pokémon cannot use Skill Swap or Role Play to lose its ability itself.  mold breaker cannot ignore this ability.

If a Pokémon Transforms into an Arceus with this ability, it will Transform into Arceus's default, normal-type form.  If the Transforming Pokémon is holding a Plate, this ability will then activate and change the Pokémon into the corresponding form.","","","iv",3200
494,"victini",11,2,494,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/494.png","victory-star","All friendly Pokémon's moves, including this Pokémon's own moves, have 1.1× their usual accuracy while this Pokémon is in battle.","","","v",40
495,"snivy",4,0,495,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/495.png","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","contrary","Whenever this Pokémon's stats would be raised, they are instead lowered by the same amount, and vice versa.","v",81
496,"servine",4,0,496,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/496.png","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","contrary","Whenever this Pokémon's stats would be raised, they are instead lowered by the same amount, and vice versa.","v",160
497,"serperior",4,0,497,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/497.png","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","contrary","Whenever this Pokémon's stats would be raised, they are instead lowered by the same amount, and vice versa.","v",630
498,"tepig",2,0,498,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/498.png","blaze","When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.","thick-fat","This Pokémon takes half as much damage from fire- and ice-type moves.","v",99
499,"pignite",2,7,499,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/499.png","blaze","When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.","thick-fat","This Pokémon takes half as much damage from fire- and ice-type moves.","v",555
500,"emboar",2,7,500,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/500.png","blaze","When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.","reckless","This Pokémon's recoil moves and crash moves have 1.2× their base power.

struggle is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.","v",1500
501,"oshawott",3,0,501,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/501.png","torrent","When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","v",59
502,"dewott",3,0,502,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/502.png","torrent","When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","v",245
503,"samurott",3,0,503,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/503.png","torrent","When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","v",946
504,"patrat",1,0,504,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/504.png","keen-eye","This Pokémon cannot have its accuracy lowered.

This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate.  This Pokémon can still be passed negative accuracy modifiers through heart swap.

Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.","analytic","This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.","v",116
505,"watchog",1,0,505,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/505.png","keen-eye","This Pokémon cannot have its accuracy lowered.

This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate.  This Pokémon can still be passed negative accuracy modifiers through heart swap.

Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.","analytic","This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.","v",270
506,"lillipup",1,0,506,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/506.png","pickup","At the end of each turn, if another Pokémon consumed or Flung a held item that turn, this Pokémon picks up the item if it is not already holding one.  After each battle, this Pokémon has a 10% chance of picking up an item if it is not already holding one.

The air balloon and eject button cannot be picked up.

The items that may be found vary by game, and, since Pokémon Emerald, by the Pokémon's level.  This ability is checked after the battle ends, at which point any temporary ability changes have worn off.","run-away","This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.","v",41
507,"herdier",1,0,507,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/507.png","sand-rush","This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type.","scrappy","This Pokémon ignores ghost-type Pokémon's immunity to normal- and fighting-type moves.

Ghost Pokémon's other types affect damage as usual.","v",147
508,"stoutland",1,0,508,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/508.png","sand-rush","This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type.","scrappy","This Pokémon ignores ghost-type Pokémon's immunity to normal- and fighting-type moves.

Ghost Pokémon's other types affect damage as usual.","v",610
509,"purrloin",16,0,509,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/509.png","unburden","When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.","prankster","This Pokémon's non-damaging moves have their priority increased by one stage.","v",101
510,"liepard",16,0,510,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/510.png","unburden","When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.","prankster","This Pokémon's non-damaging moves have their priority increased by one stage.","v",375
511,"pansage",4,0,511,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/511.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","v",105
512,"simisage",4,0,512,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/512.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","v",305
513,"pansear",2,0,513,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/513.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","blaze","When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.","v",110
514,"simisear",2,0,514,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/514.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","blaze","When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.","v",280
515,"panpour",3,0,515,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/515.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","torrent","When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.","v",135
516,"simipour",3,0,516,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/516.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","torrent","When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.","v",290
517,"munna",11,0,517,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/517.png","synchronize","Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment.

This ability passes back bad poison when this Pokémon is badly poisoned.  This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb.

Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature.  This does not work on Pokémon received outside of battle or roaming legendaries.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","v",233
518,"musharna",11,0,518,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/518.png","synchronize","Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment.

This ability passes back bad poison when this Pokémon is badly poisoned.  This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb.

Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature.  This does not work on Pokémon received outside of battle or roaming legendaries.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","v",605
519,"pidove",1,10,519,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/519.png","super-luck","This Pokémon's moves have critical hit rates one stage higher than normal.","rivalry","This Pokémon inflicts 1.25× as much regular damage against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender.

If either Pokémon is genderless, damage is unaffected.","v",21
520,"tranquill",1,10,520,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/520.png","super-luck","This Pokémon's moves have critical hit rates one stage higher than normal.","rivalry","This Pokémon inflicts 1.25× as much regular damage against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender.

If either Pokémon is genderless, damage is unaffected.","v",150
521,"unfezant",1,10,521,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/521.png","super-luck","This Pokémon's moves have critical hit rates one stage higher than normal.","rivalry","This Pokémon inflicts 1.25× as much regular damage against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender.

If either Pokémon is genderless, damage is unaffected.","v",290
522,"blitzle",5,0,522,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/522.png","motor-drive","Whenever an electric-type move hits this Pokémon, its Speed rises one stage, negating any other effect on it.

This ability will not take effect if this Pokémon is immune to Electric moves.  Electric moves will ignore this Pokémon's substitute.

This effect includes non-damaging moves, i.e. thunder wave.","sap-sipper","Whenever a grass-type move hits this Pokémon, its Attack rises one stage, negating any other effect on it.","v",298
523,"zebstrika",5,0,523,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/523.png","motor-drive","Whenever an electric-type move hits this Pokémon, its Speed rises one stage, negating any other effect on it.

This ability will not take effect if this Pokémon is immune to Electric moves.  Electric moves will ignore this Pokémon's substitute.

This effect includes non-damaging moves, i.e. thunder wave.","sap-sipper","Whenever a grass-type move hits this Pokémon, its Attack rises one stage, negating any other effect on it.","v",795
524,"roggenrola",13,0,524,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/524.png","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","sand-force","During a sandstorm, this Pokémon's rock-, ground-, and steel-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type.","v",180
525,"boldore",13,0,525,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/525.png","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","sand-force","During a sandstorm, this Pokémon's rock-, ground-, and steel-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type.","v",1020
526,"gigalith",13,0,526,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/526.png","sand-stream","The weather changes to a sandstorm when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, drizzle, drought, or snow warning are sent out at the same time, the abilities will activate in order of Speed, respecting trick room.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.","sand-force","During a sandstorm, this Pokémon's rock-, ground-, and steel-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type.","v",2600
527,"woobat",11,10,527,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/527.png","klutz","In battle, this Pokémon cannot use its held item, nor will the item have any passive effect on the battle, positive or negative.  This Pokémon also cannot use fling.

The Speed cut from the iron ball and the effort items (the macho brace, power weight, power bracer, power belt, power lens, power band, and power anklet) is unaffected.  Items that do not directly affect the battle, such as the exp share, the amulet coin, or the soothe bell, work as usual.  All held items work as usual out of battle.

Other moves that use the held item, such as natural gift and switcheroo, work as usual.","simple","Each stage of this Pokémon's stat modifiers acts as two stages.  These doubled stages are still limited to a minimum of -6 and a maximum of 6.

This Pokémon can still accumulate less than -3 or more than 3 stages of stat modifiers, even though the extra ones have no effect after doubling.","v",21
528,"swoobat",11,10,528,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/528.png","klutz","In battle, this Pokémon cannot use its held item, nor will the item have any passive effect on the battle, positive or negative.  This Pokémon also cannot use fling.

The Speed cut from the iron ball and the effort items (the macho brace, power weight, power bracer, power belt, power lens, power band, and power anklet) is unaffected.  Items that do not directly affect the battle, such as the exp share, the amulet coin, or the soothe bell, work as usual.  All held items work as usual out of battle.

Other moves that use the held item, such as natural gift and switcheroo, work as usual.","simple","Each stage of this Pokémon's stat modifiers acts as two stages.  These doubled stages are still limited to a minimum of -6 and a maximum of 6.

This Pokémon can still accumulate less than -3 or more than 3 stages of stat modifiers, even though the extra ones have no effect after doubling.","v",105
